x,y,box type,section,nestbox,longitude,latitude
445892.33,209413.75,GT,W,W51,-1.3361603892986829,51.781513121287226
445876.33,209386.71,GT,W,W51A,-1.336395869034752,51.78127132885024
445820.33,209385.71,GT,W,W52,-1.3372076975785554,51.78126691524109
445780.33,209386.71,GT,W,W53,-1.3377873494964678,51.78127917139553
446073.33,209473.71,GT,W,W54,-1.3335289169234683,51.78203735036915
446057.33,209470.71,GT,W,W55,-1.333761231202278,51.78201169300914
445993.33,209438.71,GT,W,W56,-1.3346931294682527,51.78172925050772
445965.33,209415.71,GT,W,W57,-1.3351020202580968,51.78152476575606
445917.33,209425.71,GT,W,W58,-1.3357964444614399,51.78161860101092
445913.33,209353.71,GT,W,W59,-1.3358639238401995,51.78097161774055
445859.33,209421.71,GT,W,W60,-1.336637664048693,51.78158738378512
445821.33,209425.71,GT,W,W61,-1.337187935437388,51.78162645068714
445726.33,209377.71,GT,W,W62,-1.33857124025661,51.78120266171212
445695.33,209336.71,GT,W,W63,-1.3390259561627327,51.780836579967925
445682.33,209306.71,GT,W,W64,-1.3392183225431529,51.780567925733
445637.33,209270.71,GT,W,W64A,-1.3398752905913254,51.78024793263806
445719.33,209298.71,GT,W,W64B,-1.3386830820886768,51.7804929881337
445642.33,209320.71,GT,W,W65,-1.339796260968652,51.78069704759013
445757.33,209361.71,GT,W,W66,-1.3381240126770213,51.781056287136835
445819.33,209351.71,GT,W,W67,-1.3372266693042878,51.780961322342584
445861.33,209327.71,GT,W,W68,-1.3366210640607763,51.7807421200944
445872.33,209243.71,GT,W,W69,-1.3364726990034606,51.77998602473588
445813.33,209236.71,GT,W,W71,-1.3373287769251816,51.779927912926084
445760.33,209327.71,GT,W,W72,-1.3380850004201665,51.780750367791335
445791.33,209253.71,GT,W,W73,-1.337645411343586,51.78008254639785
445800.33,209211.71,GT,W,W74,-1.3375204913722276,51.77970421360567
445667.33,209164.71,GT,W,W75,-1.3394543732470499,51.779292505276665
445751.33,209202.71,GT,W,W75A,-1.3382318849318506,51.779627297855576
445644.33,209161.71,GT,W,W76,-1.3397881278267814,51.779267405688906
445609.33,209153.71,GT,W,W77,-1.3402964647027877,51.77919832864605
445685.33,209195.71,GT,W,W78,-1.339189412249539,51.779569743273676
445684.33,209242.71,GT,W,W79,-1.3391977360668648,51.779992375120194
445704.33,209263.71,GT,W,W80,-1.3389050942456664,51.78017954522087
445606.33,209304.71,GT,W,W81,-1.3403201568125607,51.78055612839931
445607.33,209219.71,GT,W,W83,-1.3403168027716512,51.779791860064414
445572.33,209301.71,GT,W,W84,-1.3408133582290938,51.7805319200671
445566.33,209264.71,GT,W,W85,-1.3409051693974199,51.78019976128448
445546.33,209292.71,GT,W,W87,-1.3411913896379217,51.78045311760376
445514.33,209277.71,GT,W,W89,-1.3416571703921012,51.780320858100566
445496.33,209236.71,GT,W,W91,-1.3419234281720265,51.77995371015081
445495.33,209195.71,GT,W,W92,-1.341943282565271,51.77958518323362
445509.33,209146.71,GT,W,W93,-1.3417467736565836,51.77914351621342
445546.33,209131.71,GT,W,W94,-1.341212461890221,51.779005657077036
445509.33,209118.71,GT,W,W95,-1.3417504352605398,51.77889178388961
445493.33,209137.71,GT,W,W96,-1.3419798528996225,51.77906389989218
445487.33,209092.71,GT,W,W97,-1.3420726980797535,51.778659816545826
445459.33,209114.71,GT,W,W98,-1.342475649754156,51.77885987570082
445380.33,209050.71,GT,W,W99,-1.343629007916471,51.77829088281354
445385.33,209013.71,GT,W,W99A,-1.34356136474396,51.77795783191468
445358.33,209039.71,GT,W,W100,-1.3439493018927324,51.77819376693061
445335.33,209003.71,GT,W,W101,-1.3442873446535886,51.77787196981524
445323.33,209040.71,GT,W,W102,-1.3444564484328245,51.77820558583632
445304.33,209032.71,GT,W,W103,-1.3447328687373161,51.77813519679525
445294.33,209015.71,GT,W,W103A,-1.3448800172486801,51.77798316658012
445273.33,208998.71,GT,W,W104,-1.3451865933573817,51.777832023887726
445237.33,208993.71,GT,W,W105,-1.345709009601756,51.7777899753774
445289.39,209036.69,BT,W,W200,-1.34494888526997,51.77817218494699
445347.23,209086.27,BT,W,W201,-1.3441041143210155,51.77861325932779
445399.5,209112.32,BT,W,W202,-1.3433431275059429,51.77884323317637
445415.92,209157.73,BT,W,W203,-1.3430992127462016,51.77925016022727
445450.07,209189.18,BT,W,W204,-1.342600136676058,51.779530144103816
445560.31,209188.06,BT,W,W205,-1.3410024601966741,51.7795111331741
445587.33,209167.74,BT,W,W206,-1.3406134933202871,51.77932625256232
445625.1,209186.65,BT,W,W207,-1.3400635767202285,51.77949319137049
445650.29,209239.71,BT,W,W208,-1.3396915116589119,51.779968174729696
445746.54,209275.27,BT,W,W209,-1.3382917726114698,51.78028003424202
445856.55,209270.39,BT,W,W210,-1.3366979011718791,51.780227179467325
445965.45,209258.48,BT,W,W211,-1.3351210508707816,51.78011119134882
